ID;Regiao intermediaria;Regiao imediata;Municipio;Região Urbana;Bairro
1002;Dourados;Dourados;Dourados;Água Boa;Campo Dourado
1003;Dourados;Dourados;Dourados;Canaã III;Canaa III
1004;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Centro
1005;Dourados;Dourados;Dourados;Parque das Nações II;Chacara California
1006;Dourados;Dourados;Dourados;Itália;Chacara Castelo I
1007;Dourados;Dourados;Dourados;Parque das Nações II;Chacaras California
1008;Dourados;Dourados;Dourados;Itália;Chacaras Castelo I
1009;Dourados;Dourados;Dourados;Itália;Cohafaba III Plano
1010;Dourados;Dourados;Dourados;Canaã III;Conjunto Habitacional Izidro Pedroso
1011;Dourados;Dourados;Dourados;Canaã III;Conjunto Habitacional Terra Roxa
1012;Dourados;Dourados;Dourados;Distrito;Distrito De Indapolis
1013;Dourados;Dourados;Dourados;Distrito;Distrito Vila Sao Pedro
1014;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Ecoville
1015;Dourados;Dourados;Dourados;Vila Industrial;Esplanada
1016;Dourados;Dourados;Dourados;Parque das Nações II;Estrela Pora
1017;Dourados;Dourados;Dourados;Parque das Nações II;Estrela Tovy
1018;Dourados;Dourados;Dourados;Parque das Nações II;Estrela Vera
1019;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Green Park
1020;Dourados;Dourados;Dourados;Distrito;Guacu
1021;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Hectares Park & Resort
1022;Dourados;Dourados;Dourados;Canaã III;Idelfonso Pedroso
1023;Dourados;Dourados;Dourados;Distrito;Itahum
1024;Dourados;Dourados;Dourados;Água Boa;Jardim Agua Boa
1025;Dourados;Dourados;Dourados;Parque das Nações II;Jardim Alhambra
1026;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Jardim America
1027;Dourados;Dourados;Dourados;Ouro Verde;Jardim Caramuru
1028;Dourados;Dourados;Dourados;Santa Brígida;Jardim Carisma
1029;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Jardim Central
1030;Dourados;Dourados;Dourados;Itália;Jardim Climax
1031;Dourados;Dourados;Dourados;Canaã III;Jardim Colibri
1032;Dourados;Dourados;Dourados;Flórida;Jardim Cristhais
1033;Dourados;Dourados;Dourados;Flórida;Jardim Das Primaveras
1034;Dourados;Dourados;Dourados;Canaã III;Jardim Deoclecio Artuzzi
1035;Dourados;Dourados;Dourados;Canaã III;Jardim Deoclecio Artuzzi II
1036;Dourados;Dourados;Dourados;Santa Brígida;Jardim Dos Estados
1037;Dourados;Dourados;Dourados;Flórida;Jardim Dubai
1038;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Jardim Europa
1039;Dourados;Dourados;Dourados;Flórida;Jardim Florida
1040;Dourados;Dourados;Dourados;Canaã III;Jardim Guaicurus
1041;Dourados;Dourados;Dourados;Ouro Verde;Jardim Guanabara
1042;Dourados;Dourados;Dourados;Canaã III;Jardim Harrisom De Figueredo
1043;Dourados;Dourados;Dourados;Vila Industrial;Jardim Ibirapuera
1044;Dourados;Dourados;Dourados;Itália;Jardim Independencia
1045;Dourados;Dourados;Dourados;Parque das Nações II;Jardim Inglaterra
1046;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Jardim Itaipu
1047;Dourados;Dourados;Dourados;Itália;Jardim Italia
1048;Dourados;Dourados;Dourados;Ouro Verde;Jardim Itamaraca
1049;Dourados;Dourados;Dourados;Vila Industrial;Jardim Joao Paulo II
1050;Dourados;Dourados;Dourados;Parque das Nações II;Jardim Joquei Clube
1051;Dourados;Dourados;Dourados;Ouro Verde;Jardim Maipu
1051;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Jardim Maipu
1052;Dourados;Dourados;Dourados;Ouro Verde;Jardim Maracana
1053;Dourados;Dourados;Dourados;Vila Industrial;Jardim Marcia
1054;Dourados;Dourados;Dourados;Itália;Jardim Maringa
1055;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Jardim Monte Alegre
1056;Dourados;Dourados;Dourados;Santa Brígida;Jardim Monte Libano
1057;Dourados;Dourados;Dourados;Flórida;Jardim Novo Horizonte
1058;Dourados;Dourados;Dourados;Ouro Verde;Jardim Paulista
1059;Dourados;Dourados;Dourados;Água Boa;Jardim Rasslem
1060;Dourados;Dourados;Dourados;Ouro Verde;Jardim Santa Maria
1061;Dourados;Dourados;Dourados;Água Boa;Jardim Sao Pedro
1062;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Jardim Tropical
1063;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Jardim Universitario
1064;Dourados;Dourados;Dourados;Parque das Nações II;Jardim Vitoria
1065;Dourados;Dourados;Dourados;Flórida;Jd Panambi
1066;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Loteamento Pousada Dos Passaros
1067;Dourados;Dourados;Dourados;Zona Rural;Nucleo Colonial De Dourados
1068;Dourados;Dourados;Dourados;Flórida;Panambi Vera
1069;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Parque Alvorada
1070;Dourados;Dourados;Dourados;Vila Industrial;Parque Das Nacoes
1071;Dourados;Dourados;Dourados;Parque das Nações II;Parque Das Nacoes II
1072;Dourados;Dourados;Dourados;Flórida;Parque Do Lago
1073;Dourados;Dourados;Dourados;Canaã III;Parque Dos Coqueiros
1074;Dourados;Dourados;Dourados;Canaã III;Parque Dos Jequitibas
1075;Dourados;Dourados;Dourados;Canaã III;Parque Nova Dourados
1076;Dourados;Dourados;Dourados;Flórida;Parque Rincao I
1077;Dourados;Dourados;Dourados;Flórida;Parque Rincao II
1078;Dourados;Dourados;Dourados;Santa Brígida;Residencial Cidade Jardim I
1079;Dourados;Dourados;Dourados;Água Boa;Residencial Greenville
1080;Dourados;Dourados;Dourados;Água Boa;Residencial Monte Siao I
1081;Dourados;Dourados;Dourados;Santa Brígida;Residencial Pantanal
1082;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Sao Pedro
1083;Dourados;Dourados;Dourados;Canaã III;Sitiocas Campina Verde
1084;Dourados;Dourados;Dourados;Ouro Verde;Vila Alba
1085;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Vila Aurora
1086;Dourados;Dourados;Dourados;Itália;Vila Cachoeirinha
1087;Dourados;Dourados;Dourados;Vila Industrial;Vila Cuiaba
1088;Dourados;Dourados;Dourados;Itália;Vila Erondina
1089;Dourados;Dourados;Dourados;Distrito;Vila Formosa
1090;Dourados;Dourados;Dourados;Água Boa;Vila Helena
1091;Dourados;Dourados;Dourados;Vila Industrial;Vila Industrial
1092;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Vila Lili
1093;Dourados;Dourados;Dourados;Distrito;Vila Macauba
1094;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Vila Planalto
1095;Dourados;Dourados;Dourados;Flórida;Vila Popular
1096;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Vila Progresso
1097;Dourados;Dourados;Dourados;Flórida;Vila Roma II
1098;Dourados;Dourados;Dourados;Santa Brígida;Vila Rosa
1099;Dourados;Dourados;Dourados;Vila Industrial;Vila Santa Catarina
1100;Dourados;Dourados;Dourados;Parque das Nações II;Vila Sao Braz
1101;Dourados;Dourados;Dourados;Ouro Verde;Vila Sao Francisco
1102;Dourados;Dourados;Dourados;Parque Alvorada / Centro;Vila Sao Luiz
1103;Dourados;Dourados;Dourados;Flórida;Vila Toscana
1104;Dourados;Dourados;Dourados;Flórida;Vila Toscana II
1105;Dourados;Dourados;Dourados;Distrito;Vila Vargas
1106;Dourados;Dourados;Dourados;Distrito;Vival Dos Ipes
1107;Dourados;Dourados;Fatima do Sul;Fatima do Sul;Centro
1108;Dourados;Dourados;Fatima do Sul;Fatima do Sul;Centro Educacional
1109;Dourados;Dourados;Fatima do Sul;Fatima do Sul;Cohab
1110;Dourados;Dourados;Fatima do Sul;Fatima do Sul;Culturama
1111;Dourados;Dourados;Fatima do Sul;Fatima do Sul;Favo De Mel
1112;Dourados;Dourados;Fatima do Sul;Fatima do Sul;Jardim Hidalgo
1113;Dourados;Dourados;Fatima do Sul;Fatima do Sul;Jardim Paraiso
1114;Dourados;Dourados;Fatima do Sul;Fatima do Sul;Jardim Tatiane
1115;Dourados;Dourados;Fatima do Sul;Fatima do Sul;Jd Hidalgo
1116;Dourados;Dourados;Fatima do Sul;Fatima do Sul;Pioneiro
1117;Dourados;Dourados;Fatima do Sul;Fatima do Sul;Polo Industrial
1118;Dourados;Dourados;Fatima do Sul;Fatima do Sul;Tessapora
1119;Dourados;Dourados;Fatima do Sul;Fatima do Sul;Vila Alves
1120;Dourados;Dourados;Gloria de Dourados;Gloria de Dourados;Bnh
1121;Dourados;Dourados;Gloria de Dourados;Gloria de Dourados;Centro
1122;Dourados;Dourados;Gloria de Dourados;Gloria de Dourados;Vila Industrial
1123;Dourados;Dourados;Itapora;Itapora;Antonio Rodeline
1124;Dourados;Dourados;Itapora;Itapora;Area Rural De Carumbe
1125;Dourados;Dourados;Itapora;Itapora;Area Rural De Itapora
1126;Dourados;Dourados;Itapora;Itapora;Centro
1127;Dourados;Dourados;Itapora;Itapora;Cohab
1128;Dourados;Dourados;Itapora;Itapora;Jardim Sao Bento
1129;Dourados;Dourados;Itapora;Itapora;Jose Roque
1130;Dourados;Dourados;Itapora;Itapora;Lagoa
1131;Dourados;Dourados;Itapora;Itapora;Parque Ipanema
1132;Dourados;Dourados;Itapora;Itapora;Parque Joao De De Deus
1133;Dourados;Dourados;Itapora;Itapora;Porciuncola
1134;Dourados;Dourados;Itapora;Itapora;Prolongamento Pioneira
1135;Dourados;Dourados;Itapora;Itapora;Santa Terra
1136;Dourados;Dourados;Itapora;Itapora;Vila Bom Jesus
1137;Dourados;Dourados;Itapora;Itapora;Vila Pioneira
1138;Dourados;Dourados;Jatei;Jatei;Centro
1139;Dourados;Dourados;Juti;Juti;Centro
1140;Dourados;Dourados;Juti;Juti;Cohab Vila Morena
1141;Dourados;Dourados;Laguna Carapa;Laguna Carapa;Bocaja
1142;Dourados;Dourados;Laguna Carapa;Laguna Carapa;Centro
1143;Dourados;Dourados;Laguna Carapa;Laguna Carapa;Cristo Rei
1144;Dourados;Dourados;Maracaju;Maracaju;Alto Das Palmeiras
1145;Dourados;Dourados;Maracaju;Maracaju;Alto Maracaju
1146;Dourados;Dourados;Maracaju;Maracaju;Cambarai
1147;Dourados;Dourados;Maracaju;Maracaju;Centro
1148;Dourados;Dourados;Maracaju;Maracaju;Centro (Vista Alegre)
1149;Dourados;Dourados;Maracaju;Maracaju;Conjunto Egidio Ribeiro
1150;Dourados;Dourados;Maracaju;Maracaju;Conjunto Ema Rigo
1151;Dourados;Dourados;Maracaju;Maracaju;Conjunto Floripes Olegario Lima
1152;Dourados;Dourados;Maracaju;Maracaju;Conjunto Habitacional Francisco B Ferreira - Nene
1153;Dourados;Dourados;Maracaju;Maracaju;Conjunto Inacinha Rocha
1154;Dourados;Dourados;Maracaju;Maracaju;Conjunto San Raphael
1155;Dourados;Dourados;Maracaju;Maracaju;Dom Bosco
1156;Dourados;Dourados;Maracaju;Maracaju;Fortaleza
1157;Dourados;Dourados;Maracaju;Maracaju;Ilha Bela
1158;Dourados;Dourados;Maracaju;Maracaju;Ilha Bela II
1159;Dourados;Dourados;Maracaju;Maracaju;Jardim Guanabara
1160;Dourados;Dourados;Maracaju;Maracaju;Jardim Guanabara II
1161;Dourados;Dourados;Maracaju;Maracaju;Jardim Ipanema
1162;Dourados;Dourados;Maracaju;Maracaju;Jardim Lisboa
1163;Dourados;Dourados;Maracaju;Maracaju;Jardim Verona
1164;Dourados;Dourados;Maracaju;Maracaju;Olidia Rocha
1165;Dourados;Dourados;Maracaju;Maracaju;Paraguai
1166;Dourados;Dourados;Maracaju;Maracaju;Paraguaio
1167;Dourados;Dourados;Maracaju;Maracaju;Porto Bello
1168;Dourados;Dourados;Maracaju;Maracaju;Residencial Monte Verde
1169;Dourados;Dourados;Maracaju;Maracaju;San Rafhael
1170;Dourados;Dourados;Maracaju;Maracaju;Vila Adrien
1171;Dourados;Dourados;Maracaju;Maracaju;Vila Juquita
1172;Dourados;Dourados;Maracaju;Maracaju;Vila Margarida
1173;Dourados;Dourados;Maracaju;Maracaju;Vila Moreninha
1174;Dourados;Dourados;Maracaju;Maracaju;Vivendas Do Sul
1175;Dourados;Dourados;Maracaju;Maracaju;Zona Rural
1176;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Antonia De Souza Barbosa
1177;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Catulino Rodrigues
1178;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Celeste
1179;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Centro
1180;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Joao Zardo
1181;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Manoel Barbosa
1182;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Manoel Das Neves
1183;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Morada Do Sol
1184;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Nere Lima
1185;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Nova Esperanca
1186;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Nova Rio Brilhante
1187;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Olimpico
1188;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Parque Industrial
1189;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Planalto
1190;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Planalto (Benedito Rondon)
1191;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Pro Moradia 15
1192;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Progresso
1193;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Prudencio Thomaz
1194;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Vale Do Sol
1195;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Vila Fatima
1196;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Vila Maria
1197;Dourados;Dourados;Rio Brilhante;Rio Brilhante;Zona Rural
1198;Dourados;Dourados;Vicentina;Vicentina;Altos Do Barreirao
1199;Dourados;Dourados;Vicentina;Vicentina;Centro
1200;Dourados;Navirai-Mundo Novo;Eldorado;Eldorado;Centro
1201;Dourados;Navirai-Mundo Novo;Eldorado;Eldorado;Ipe
1202;Dourados;Navirai-Mundo Novo;Eldorado;Eldorado;Jardim Das Grevileas
1203;Dourados;Navirai-Mundo Novo;Eldorado;Eldorado;Jardim Das Palmeiras
1204;Dourados;Navirai-Mundo Novo;Eldorado;Eldorado;Jardim Dos Ipes
1205;Dourados;Navirai-Mundo Novo;Eldorado;Eldorado;Jardim Novo Eldorado
1206;Dourados;Navirai-Mundo Novo;Eldorado;Eldorado;Jd. Dos Ipes
1207;Dourados;Navirai-Mundo Novo;Eldorado;Eldorado;Rui Barbosa
1208;Dourados;Navirai-Mundo Novo;Eldorado;Eldorado;Spartaco Astolfi
1209;Dourados;Navirai-Mundo Novo;Iguatemi;Iguatemi;Centro
1210;Dourados;Navirai-Mundo Novo;Iguatemi;Iguatemi;Che Roga Me
1211;Dourados;Navirai-Mundo Novo;Iguatemi;Iguatemi;Cidade Iguatemi
1212;Dourados;Navirai-Mundo Novo;Iguatemi;Iguatemi;Santa Jalmira
1213;Dourados;Navirai-Mundo Novo;Iguatemi;Iguatemi;Vila Marisa
1214;Dourados;Navirai-Mundo Novo;Iguatemi;Iguatemi;Vila Nova Esperanca
1215;Dourados;Navirai-Mundo Novo;Iguatemi;Iguatemi;Vila Operaria
1216;Dourados;Navirai-Mundo Novo;Iguatemi;Iguatemi;Vila Rosa
1217;Dourados;Navirai-Mundo Novo;Iguatemi;Iguatemi;Zona Rural
1218;Dourados;Navirai-Mundo Novo;Itaquirai;Itaquirai;Centro
1219;Dourados;Navirai-Mundo Novo;Itaquirai;Itaquirai;Ebenezer
1220;Dourados;Navirai-Mundo Novo;Itaquirai;Itaquirai;Jardim Betel
1221;Dourados;Navirai-Mundo Novo;Itaquirai;Itaquirai;Jardim Ipe
1222;Dourados;Navirai-Mundo Novo;Itaquirai;Itaquirai;Jardim Nova Era
1223;Dourados;Navirai-Mundo Novo;Itaquirai;Itaquirai;Jardim Primavera
1224;Dourados;Navirai-Mundo Novo;Itaquirai;Itaquirai;Nova Esperanca
1225;Dourados;Navirai-Mundo Novo;Itaquirai;Itaquirai;Residencial Cidade Jardim
1226;Dourados;Navirai-Mundo Novo;Japora;Japora;Centro
1227;Dourados;Navirai-Mundo Novo;Japora;Japora;Centro (Jacarei)
1228;Dourados;Navirai-Mundo Novo;Japora;Japora;Jacarei
1229;Dourados;Navirai-Mundo Novo;Mundo Novo;Mundo Novo;Area Rural De Mundo Novo
1230;Dourados;Navirai-Mundo Novo;Mundo Novo;Mundo Novo;Berneck
1231;Dourados;Navirai-Mundo Novo;Mundo Novo;Mundo Novo;Centro
1232;Dourados;Navirai-Mundo Novo;Mundo Novo;Mundo Novo;Copagril
1233;Dourados;Navirai-Mundo Novo;Mundo Novo;Mundo Novo;Fleck
1234;Dourados;Navirai-Mundo Novo;Mundo Novo;Mundo Novo;Itaipu
1235;Dourados;Navirai-Mundo Novo;Mundo Novo;Mundo Novo;Sao Jorge
1236;Dourados;Navirai-Mundo Novo;Mundo Novo;Mundo Novo;Tapajos
1237;Dourados;Navirai-Mundo Novo;Mundo Novo;Mundo Novo;Universitario
1238;Dourados;Navirai-Mundo Novo;Mundo Novo;Mundo Novo;Vila Nova
1239;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Centro
1240;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Conjunto Habitacional Bnh
1241;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Conjunto Habitacional Harry Amorim Costa
1242;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Green Ville Residence
1243;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Jardim Oasis
1244;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Jardim Paraiso
1245;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Jardim Progresso
1246;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Jardim Uniao
1247;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Parque Industrial Jardim Paraiso
1248;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Portal Do Cumandai
1249;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Portal Residence
1250;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Residencial Cidade Jardim
1251;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Residencial Eco Park
1252;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Residencial Green Park
1253;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Residencial Italia
1254;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Residencial Nelson Trad
1255;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Residencial Sol Nascente
1256;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Residencial Ype
1257;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Royal Parque Residence
1258;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Vila Industrial
1259;Dourados;Navirai-Mundo Novo;Navirai;Navirai;Zona Urbana
1260;Dourados;Nova Andradina;Anaurilandia;Anaurilandia;Centro
1261;Dourados;Nova Andradina;Anaurilandia;Anaurilandia;Centro (Quebracho)
1262;Dourados;Nova Andradina;Anaurilandia;Anaurilandia;Jardim Dos Estados
1263;Dourados;Nova Andradina;Angelica;Angelica;Alvorada
1264;Dourados;Nova Andradina;Angelica;Angelica;Esperanca
1265;Dourados;Nova Andradina;Angelica;Angelica;Mutum
1266;Dourados;Nova Andradina;Bataypora;Bataypora;Centro
1267;Dourados;Nova Andradina;Bataypora;Bataypora;Jardim Planalto
1268;Dourados;Nova Andradina;Bataypora;Bataypora;Residencial Caique
1269;Dourados;Nova Andradina;Bataypora;Bataypora;Residencial Ivo Pereira De Souza
1270;Dourados;Nova Andradina;Bataypora;Bataypora;Residencial Pantanal
1271;Dourados;Nova Andradina;Bataypora;Bataypora;Vila Antonia Nantes
1272;Dourados;Nova Andradina;Bataypora;Bataypora;Vila Militar
1273;Dourados;Nova Andradina;Ivinhema;Ivinhema;Amandina
1274;Dourados;Nova Andradina;Ivinhema;Ivinhema;Centro
1275;Dourados;Nova Andradina;Ivinhema;Ivinhema;Guirai
1276;Dourados;Nova Andradina;Ivinhema;Ivinhema;Guiray
1277;Dourados;Nova Andradina;Ivinhema;Ivinhema;Itapoa
1278;Dourados;Nova Andradina;Ivinhema;Ivinhema;Jardim Aeroporto
1279;Dourados;Nova Andradina;Ivinhema;Ivinhema;Jardim Vitoria
1280;Dourados;Nova Andradina;Ivinhema;Ivinhema;Piraveve
1281;Dourados;Nova Andradina;Ivinhema;Ivinhema;Residencial Solar Do Vale
1282;Dourados;Nova Andradina;Ivinhema;Ivinhema;Solar Do Vale
1283;Dourados;Nova Andradina;Ivinhema;Ivinhema;Triguena
1284;Dourados;Nova Andradina;Ivinhema;Ivinhema;Triguina
1285;Dourados;Nova Andradina;Ivinhema;Ivinhema;Vila Cristina
1286;Dourados;Nova Andradina;Ivinhema;Ivinhema;Vitoria
1287;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Area Rural (Nova Casa Verde)
1288;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Area Rural De Nova Andradina
1289;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Argemiro Ortega
1290;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Capile
1291;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Centro
1292;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Centro ( Nova Casa Verde)
1293;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Centro Educacional
1294;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Cristo Rei
1295;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Francisco Alves
1296;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Guiomar Soares Andrade
1297;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Horto Florestal
1298;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Industrial
1299;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Mambare
1300;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Mambater
1301;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Monte Carlo
1302;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Morada Do Sol
1303;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Paris
1304;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Portal Do Parque
1305;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Santa Teresinha
1306;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Sao Vicente De Paulo
1307;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Universitario
1308;Dourados;Nova Andradina;Nova Andradina;Nova Andradina;Vila Operaria
1309;Dourados;Nova Andradina;Novo Horizonte do Sul;Novo Horizonte do Sul;Area Rural De Novo Horizonte Do Sul
1310;Dourados;Nova Andradina;Novo Horizonte do Sul;Novo Horizonte do Sul;Centro
1311;Dourados;Nova Andradina;Novo Horizonte do Sul;Novo Horizonte do Sul;Vila Nova
1312;Dourados;Nova Andradina;Taquarussu;Taquarussu;Centro
1313;Dourados;Ponta Pora;Antonio Joao;Antonio Joao;Centro
1314;Dourados;Ponta Pora;Antonio Joao;Antonio Joao;Vila Nova
1315;Dourados;Ponta Pora;Antonio Joao;Antonio Joao;Vila Penzo
1316;Dourados;Ponta Pora;Aral Moreira;Aral Moreira;Bairro Satelite
1317;Dourados;Ponta Pora;Aral Moreira;Aral Moreira;Centro
1318;Dourados;Ponta Pora;Aral Moreira;Aral Moreira;Jardim Ouro Verde
1319;Dourados;Ponta Pora;Aral Moreira;Aral Moreira;Satelite
1320;Dourados;Ponta Pora;Aral Moreira;Aral Moreira;Vila Marques
1321;Dourados;Ponta Pora;Aral Moreira;Aral Moreira;Vila Satelite
1322;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Aquidaban
1323;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Bairro Da Granja
1324;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Bairro Da Mooca
1325;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Bairro Ignes Andreazza
1326;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Bairro Sao Domingos
1327;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Bosque Caranda I
1328;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Bosque De Ponta Pora
1329;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Centro
1330;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Distrito De Sanga Puita
1331;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Fazenda Itamarati
1332;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Flanboyant Residencial Park
1333;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jardim Aeroporto
1334;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jardim Altos Da Gloria
1335;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jardim America
1336;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jardim Dos Estados
1337;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jardim Ibirapuera
1338;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jardim Independencia
1339;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jardim Ipanema
1340;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jardim Ivone 1A Secao
1341;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jardim Manvailer
1342;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jardim Panambi
1343;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jardim Planalto 1A Secao
1344;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jardim Planalto 2A Secao
1345;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jardim Primavera I
1346;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jardim Primor
1347;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jardim Sao Joao 1A Secao
1348;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jardim Sao Joao 2A Secao
1349;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jardim Universitario
1350;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Jokey Club
1351;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Parque Das Aroeiras
1352;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Parque Dos Ipes I
1353;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Parque Dos Ipes II
1354;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Parque Dos Ipes III
1355;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Parque Jardim Das Exposicoes
1356;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Parque Residencial Monte Carlo
1357;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Residencial Do Vale
1358;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Residencial Jamil Saldanha Derzi
1359;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Residencial Julia De Oliveira Cardinal
1360;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Residencial Kamel Saad
1361;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Residencial Manoel Padial Urel
1362;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Residencial Ponta Pora I
1363;Dourados;Ponta Pora;Ponta Pora;Ponta Pora;Residencial Ponta Pora II
